Barcode,Cluster
hojodeia-1,12
hojogdjh-1,13
hojojmnd-1,12
hojokccf-1,12
hojonadp-1,4
hojpfahg-1,8
hojplboi-1,7
hojppmge-1,4
hojppnne-1,10
hokaflge-1,4
hokajpnl-1,10
hokaklaj-1,10
hokankog-1,2
hokbflbl-1,3
hokbncdj-1,2
hokbpbhn-1,2
hokcapcb-1,12
hokcklci-1,8
hokdcmjb-1,12
hokdpcjm-1,7
hokekkek-1,2
hokelcpn-1,12
hokellib-1,2
hokemdhh-1,2
hokemijf-1,2
hokeoehb-1,7
hokepdbd-1,8
hokfbdoo-1,2
hokfbgen-1,12
hokfdbif-1,4
hokfedkc-1,2
hokfimmm-1,15
hokfnngm-1,2
hokgbhgk-1,9
hokgeckj-1,12
hokgfnmj-1,10
hokghnoc-1,1
hokgjpaa-1,10
hokgndjb-1,10
hokgnmmc-1,1
hokhgkfd-1,10
hokhhgek-1,19
hokhnbae-1,19
hokhndec-1,10
hokicgjd-1,10
hokilnbp-1,7
hokjchao-1,22
hokjilbl-1,8
hokjniib-1,4
hokkebli-1,10
hokkehbf-1,4
hokkflpd-1,2
hokkglbg-1,10
hokkphbk-1,4
hoklbfjd-1,10
hoklcooo-1,10
hoklfcjn-1,2
hoklghdj-1,10
hoklglha-1,12
hoklifll-1,12
hokmaaoj-1,10
hokmhmcn-1,10
hokmhmga-1,10
hokmlfhc-1,10
hokndndn-1,3
hokoafmk-1,19
hokoefob-1,12
hokofnfe-1,19
hokogckj-1,10
hokoijbo-1,10
hokomece-1,14
hokoomjg-1,22
hokpcnbj-1,14
hokpjhoa-1,10
holaapah-1,10
holafgdd-1,10
holafkoj-1,10
holaigac-1,1
holainpg-1,10
holammnf-1,22
holbbkbl-1,15
holbllmn-1,4
holbmfpi-1,10
holbojbi-1,1
holbpalj-1,10
holcakje-1,12
holcehao-1,10
holchjcb-1,1
holcpibm-1,10
holdjkok-1,10
holdmglh-1,19
holdnjfi-1,10
holdnjpm-1,1
holebmib-1,1
holeelne-1,1
holeenfm-1,10
holehhgl-1,1
holekikp-1,10
holeklbo-1,10
holelbmh-1,4
holeliin-1,10
holfcahh-1,4
holfgebl-1,9
holfjgbh-1,1
holgbgma-1,1
holgejon-1,14
holgibng-1,13
holgjade-1,13
holglnko-1,12
holhjjmb-1,10
holhpbjp-1,14
holidpoj-1,2
holigkfm-1,12
holihejn-1,9
holingap-1,2
holjbhkb-1,12
holjbojp-1,12
holjjacc-1,2
holjlimj-1,10
holkcgcj-1,3
holkdfdi-1,3
holkhchh-1,3
holkjbeh-1,4
holkkjem-1,12
holknjhf-1,12
hollmgdc-1,12
holmhfjb-1,2
holmjnhm-1,12
holmmipm-1,19
holmookk-1,12
holnifog-1,4
holnjgao-1,7
holnmoic-1,10
holnognf-1,7
holookpb-1,10
holpenka-1,12
holpocme-1,15
homacolg-1,10
homaemif-1,12
homajncm-1,10
homapcom-1,2
hombbjbh-1,14
homblcgo-1,4
hombmhoj-1,12
homcblge-1,1
homdhdad-1,12
homdhlmh-1,22
homdmmah-1,12
homdodif-1,10
homdpnoi-1,22
homealkl-1,12
homeifdp-1,4
homelpfo-1,10
homfanei-1,14
homfhjac-1,12
homflahd-1,4
homfpgnj-1,10
homgchmp-1,23
homgdhdk-1,10
homgfjig-1,10
homgipbh-1,10
homhcagb-1,10
homhfmhd-1,10
homhgppk-1,4
homhnbni-1,4
homibien-1,10
homibpmi-1,4
homidadj-1,12
homidelh-1,4
homiffcl-1,4
homijicj-1,15
homioccp-1,13
homjdkdo-1,12
homjdnoa-1,10
homjejig-1,10
homjhldn-1,9
homjiaca-1,14
homkbfee-1,9
homkegpk-1,12
homkeiij-1,10
homkingg-1,10
homkklbe-1,14
homkkpng-1,10
homlcgoa-1,10
homldddj-1,10
homldhmk-1,10
homlpoll-1,4
hommgfeh-1,7
hommncgd-1,2
homnjmkk-1,4
homnmojp-1,8
homnndgg-1,8
homnpdhf-1,10
homoeljm-1,10
homofhka-1,1
homojnmp-1,10
homojpbm-1,2
homolfan-1,3
homoobmd-1,8
hompbnkj-1,4
hompipnf-1,4
hompooog-1,4
honaahoh-1,10
honadill-1,4
honaldem-1,10
honanela-1,10
honbfaio-1,4
honbfgpf-1,2
honbjibl-1,10
honbleap-1,10
hondeopc-1,10
hondlmbi-1,4
hondmnam-1,10
honeoclm-1,4
honffhdc-1,4
honficaa-1,4
honfjaji-1,10
honflnol-1,10
honfmadl-1,4
honfmlne-1,12
hongbgpm-1,4
hongjncb-1,10
hongnilm-1,1
honhacmj-1,23
honhnfpo-1,10
honifknl-1,14
honillcm-1,12
honjkanb-1,3
honjpopa-1,1
honkdeip-1,10
honkhkdp-1,10
honkjnic-1,10
honkpahf-1,10
honlbmie-1,10
honlbppf-1,2
honligmb-1,20
honlkihp-1,2
honlmodb-1,10
honmfdnd-1,1
honmfkjk-1,1
honmkggg-1,1
honnbnol-1,10
honnigkc-1,10
honnkppm-1,10
honnldpp-1,1
honnlmfb-1,10
honnpldb-1,10
honobcfn-1,10
honohmbn-1,10
honokghm-1,10
honomebo-1,4
honononi-1,10
honpaijg-1,10
honpjdla-1,10
honpkdfa-1,4
honpmkal-1,8
hoobejie-1,7
hoobfkja-1,8
hoobljap-1,8
hoobmnmm-1,10
hooceknn-1,7
hoocgadi-1,4
hooddadf-1,4
hooegaej-1,20
hooekpne-1,10
hoofbhbe-1,10
hoofjdda-1,10
hooflhmn-1,8
hoofoiim-1,4
hoofonjg-1,2
hoogkffa-1,8
hoohbfhn-1,4
hoohiain-1,4
hoohokfm-1,8
hooifmih-1,10
hooigkjl-1,4
hooipkpj-1,4
hoojbkkh-1,2
hoojehdc-1,10
hoojmiil-1,10
hoojpchl-1,10
hookaljh-1,4
hookbapi-1,10
hookbpkh-1,10
hookcaha-1,4
hookegil-1,10
hookfabn-1,10
hookgkfp-1,10
hooleeel-1,4
hoolgmdd-1,10
hooljppg-1,10
hoolkdln-1,4
hoombhgk-1,1
hoomchjm-1,10
hoomdcdo-1,10
hoomkken-1,10
hoondjgo-1,4
hoonjagg-1,10
hooodhld-1,1
hooohjpb-1,10
hoooibli-1,10
hooonlge-1,10
hoopbnad-1,10
hoopcgoh-1,1
hoopfhib-1,1
hoopjpnk-1,1
hoopnakk-1,14
hoopnjgp-1,3
hopaboaa-1,10
hopahckp-1,10
hopbdjdp-1,3
hopbggmp-1,2
hopbjhcg-1,3
hopcipcd-1,3
hopckdan-1,3
hopckdpn-1,3
hopcpndc-1,1
hopdfgee-1,20
hopdkkca-1,3
hopdlida-1,8
hopebaef-1,3
hopebifo-1,3
hopeicjj-1,3
hopekbjb-1,3
hopeobmk-1,3
hopfcpjp-1,3
hopffgim-1,1
hopfghid-1,1
hopgfhnj-1,3
hopgjdll-1,3
hopgjonj-1,3
hophliol-1,3
hopicnpc-1,3
hopiknjn-1,10
hopilbbh-1,14
hopiljil-1,2
hopingko-1,3
hopipakp-1,3
hopjdkfb-1,3
hopjeabb-1,3
hopjejmp-1,1
hopjgabh-1,1
hopjojcc-1,3
hopkefjp-1,3
hopkplil-1,3
hoplhheh-1,3
hoplhmhe-1,1
hopmeafo-1,20
hopmioog-1,3
hopmnaip-1,1
hopnanhn-1,3
hopnbhmn-1,3
hopnbloj-1,3
hopncpkn-1,1
hopndjmo-1,20
hopnhooi-1,3
hopnoopm-1,3
hopodfge-1,1
hopolikc-1,14
hoponeeb-1,1
hopoodia-1,3
hoppagpm-1,3
hoppepgi-1,3
hoppikko-1,3
hpaacdcn-1,3
hpaafakb-1,1
hpaafhic-1,1
hpaapfme-1,1
hpabbbio-1,1
hpabeoif-1,1
hpaboobp-1,3
hpacgbfa-1,3
hpacjjdm-1,10
hpackpid-1,10
hpacmook-1,3
hpadachf-1,10
hpadaooo-1,10
hpadhblg-1,3
hpadocme-1,1
hpaeddfh-1,3
hpaehdeg-1,10
hpaeickb-1,1
hpaekcfi-1,1
hpafgfak-1,3
hpafggbo-1,1
hpafiodj-1,3
hpafjopf-1,4
hpafmcal-1,10
hpafppia-1,3
hpaggidk-1,3
hpagjeak-1,3
hpagkohl-1,1
hpaglmco-1,1
hpagmnmi-1,3
hpagolgd-1,3
hpahcdjf-1,3
hpahndgl-1,3
hpaighdb-1,2
hpailhme-1,1
hpainofb-1,20
hpaioegk-1,3
hpaioopb-1,1
hpajahde-1,20
hpajglip-1,3
hpakankj-1,3
hpakbmne-1,10
hpakfibf-1,3
hpakfmam-1,15
hpakfpbb-1,3
hpaknfon-1,4
hpalfkkh-1,3
hpamghmj-1,1
hpamnlln-1,3
hpampmod-1,4
hpanmakp-1,4
hpaockbe-1,4
hpaomgon-1,14
hpaomnah-1,1
hpapopki-1,3
hpbaaefo-1,3
hpbabibl-1,3
hpbabkfi-1,1
hpbaiael-1,3
hpbajfce-1,3
hpbajpgi-1,2
hpbamdkb-1,3
hpbapbic-1,3
hpbbglbn-1,1
hpbcchjm-1,3
hpbcdede-1,1
hpbclfka-1,1
hpbdbgei-1,3
hpbdgcnh-1,1
hpbdofpn-1,10
hpbdolpj-1,3
hpbdplcl-1,10
hpbeaegh-1,1
hpbeaiol-1,3
hpbehipp-1,1
hpbehpkf-1,1
hpbelbih-1,3
hpbfaoij-1,3
hpbfdeac-1,3
hpbfeddh-1,3
hpbgdnij-1,1
hpbghfcj-1,10
hpbhalmd-1,3
hpbhchfj-1,1
hpbhldpj-1,10
hpbidbap-1,1
hpbiekgl-1,1
hpbiinkc-1,3
hpbjcaom-1,3
hpbjhhkp-1,3
hpbjmkna-1,3
hpbkipib-1,3
hpblfcak-1,1
hpblhjkh-1,1
hpbmfgio-1,3
hpbmjppe-1,1
hpbmlaln-1,3
hpbnghcm-1,3
hpbnkldj-1,3
hpbojknj-1,3
hpbolmnm-1,3
hpbomcok-1,3
hpbomjgk-1,1
hpboncmd-1,3
hpboohag-1,1
hpbpcbaf-1,1
hpbpgmhh-1,1
hpbpkfnn-1,1
hpbpomjf-1,1
hpcaamhc-1,1
hpcacmaa-1,3
hpcadbbh-1,1
hpcanchh-1,3
hpcaokak-1,1
hpcbaphc-1,3
hpcbhkid-1,1
hpcbhmbf-1,3
hpccbdll-1,20
hpccfhlh-1,1
hpcchnij-1,3
hpcdjdfj-1,3
hpcecmnj-1,14
hpcenfpi-1,3
hpcenkjl-1,3
hpcffcjf-1,1
hpcfgbjk-1,3
hpcfghmd-1,3
hpcfgnjc-1,1
hpcgcoco-1,3
hpcgfkgj-1,3
hpcggapm-1,3
hpcgjole-1,3
hpchkccp-1,3
hpciadno-1,3
hpcifcpk-1,3
hpcjbnkk-1,3
hpcjdcge-1,3
hpcjfcgm-1,10
hpcjgjjp-1,1
hpcjnhen-1,3
hpcjondj-1,1
hpckbkoc-1,1
hpckfggp-1,3
hpckjlmi-1,3
hpclamlk-1,8
hpclbdip-1,14
hpclhjef-1,1
hpclmoib-1,3
hpclojkn-1,3
hpclpagi-1,1
hpcmailk-1,3
hpcmhoab-1,3
hpcmkglg-1,3
hpcmnald-1,3
hpcndgcm-1,3
hpcnkkim-1,1
hpcnppaj-1,3
hpcodilm-1,1
hpcokada-1,3
hpcolfof-1,1
hpconknn-1,3
hpcpacgc-1,10
hpcpgpdn-1,10
hpcpkdci-1,1
hpcpldah-1,3
hpcpmbfc-1,1
hpdabacj-1,3
hpdabijf-1,3
hpdafddh-1,3
hpdapmle-1,3
hpdbdlmo-1,1
hpdbkhpa-1,3
hpdbmahh-1,3
hpdbnkok-1,14
hpdcaplb-1,3
hpdccfec-1,3
hpdcfffa-1,3
hpdcgnnc-1,3
hpdckgdn-1,3
hpddfcoc-1,1
hpddhnef-1,1
hpddohjc-1,3
hpdfbckc-1,3
hpdffaai-1,3
hpdfifbk-1,3
hpdgckio-1,3
hpdgclmg-1,3
hpdgjkof-1,9
hpdglcmm-1,4
hpdgmdni-1,9
hpdhaidn-1,10
hpdhbllk-1,2
hpdheklk-1,2
hpdhemgl-1,4
hpdhifcg-1,4
hpdhijbi-1,4
hpdhjddo-1,10
hpdienda-1,10
hpdigcmg-1,12
hpdindjc-1,4
hpdjbnjp-1,4
hpdjhcam-1,9
hpdjnnin-1,4
hpdjplmj-1,2
hpdkheeg-1,4
hpdkohgb-1,2
hpdkphla-1,10
hpdldahn-1,2
hpdlpaoo-1,2
hpdmbfjc-1,3
hpdmcdhf-1,2
hpdmlfld-1,4
hpdnanji-1,15
hpdnfhld-1,11
hpdnoagp-1,13
hpdofooi-1,11
hpdoioee-1,6
hpdokfbl-1,11
hpdonnjo-1,5
hpdpccdi-1,8
hpdpcgln-1,2
hpdpgkke-1,12
hpdpgpld-1,7
hpdphhpo-1,7
hpdpichb-1,8
hpeajchp-1,4
hpeamlpg-1,2
hpeapmhn-1,3
hpebafbd-1,12
hpebkkah-1,4
hpebldmn-1,12
hpebodlb-1,2
hpeccgdk-1,2
hpeckclh-1,2
hpeclfdj-1,12
hpedibff-1,8
hpedjefo-1,20
hpeeaogp-1,2
hpeecjkf-1,9
hpeedibo-1,8
hpeeenfh-1,12
hpeehpmm-1,4
hpeekabc-1,8
hpefaidg-1,12
hpefcemg-1,2
hpefcobl-1,3
hpefgpic-1,8
hpegejoe-1,4
hpeghgef-1,8
hpegkabo-1,7
hpeheaih-1,2
hpehfomb-1,7
hpehkmam-1,7
hpehnjao-1,8
hpeicdfe-1,8
hpeifedf-1,7
hpeiggll-1,8
hpeigmbi-1,8
hpeihplf-1,4
hpeinkgj-1,7
hpejceln-1,8
hpejeiek-1,8
hpejfbae-1,7
hpejflcf-1,12
hpejjpeh-1,2
hpejlofl-1,7
hpejlopd-1,3
hpekbnff-1,10
hpekgadf-1,3
hpekijag-1,14
hpeldflh-1,3
hpemabhd-1,3
hpembcjh-1,3
hpemdbmo-1,3
hpemeani-1,3
hpemjkic-1,10
hpemlnjf-1,3
hpenegfc-1,3
hpeneogc-1,3
hpenflan-1,4
hpenfmcp-1,10
hpengelp-1,4
hpengpfo-1,10
hpenipnk-1,3
hpeodhhh-1,3
hpeofmlg-1,22
hpeogpbd-1,7
hpeojoim-1,7
hpepebhg-1,9
hpepmihf-1,10
hpfabppk-1,9
hpfaddod-1,4
hpfagelm-1,10
hpfaglac-1,2
hpfahljh-1,10
hpfanfnn-1,3
hpfapggh-1,8
hpfbcbdj-1,10
hpfbcejg-1,4
hpfbealk-1,2
hpfbegfi-1,12
hpfcenfa-1,2
hpfdacpa-1,8
hpfddkan-1,3
hpfdhejg-1,12
hpfemenl-1,3
hpffkjai-1,12
hpffmcfj-1,2
hpffmnnd-1,12
hpffnedc-1,8
hpfgpchf-1,12
hpfhjokh-1,12
hpficbic-1,12
hpfielgd-1,12
hpfifdig-1,12
hpfingce-1,12
hpfjbifk-1,9
hpfjbomd-1,9
hpfjjegk-1,12
hpfjjkif-1,12
hpfkhcdf-1,12
hpfkkcdl-1,3
hpfkobim-1,3
hpfkockk-1,10
hpfkpfcc-1,4
hpflolpb-1,15
hpfnaood-1,4
hpfnfoaf-1,4
hpfnpjcn-1,15
hpfoajab-1,12
hpfoeafm-1,4
hpfogaic-1,12
hpfohjen-1,10
hpfpiaom-1,4
hpfpjiah-1,4
hpfpolom-1,15
hpgafeap-1,3
hpgajlag-1,3
hpgakdgg-1,4
hpgappdi-1,3
hpgbdjmp-1,3
hpgbjpid-1,10
hpgbllab-1,3
hpgbnnpa-1,10
hpgcfdcl-1,10
hpgcfnfm-1,3
hpgcldmo-1,3
hpgcloha-1,3
hpgcnfan-1,10
hpgddigc-1,10
hpgdflgl-1,10
hpgdklhe-1,8
hpgdndfe-1,3
hpgegalk-1,10
hpgeifoj-1,8
hpgeodjf-1,3
hpgeoefb-1,4
hpgeofae-1,2
hpgfglgo-1,2
hpgflage-1,3
hpgfolnd-1,4
hpgfpijp-1,12
hpggmnjn-1,4
hpghdnpd-1,7
hpghpiid-1,8
hpgianeb-1,7
hpgihggj-1,9
hpgjaeoj-1,12
hpgjbndj-1,19
hpgjhmdf-1,4
hpgjklhg-1,10
hpgjmbaa-1,2
hpgkfggb-1,3
hpgkgkeb-1,4
hpgkglgl-1,4
hpgkildk-1,12
hpgkpinb-1,4
hpglebfj-1,4
hpglmghe-1,12
hpglneei-1,19
hpgmaepk-1,12
hpgmbohg-1,10
hpgmhaem-1,4
hpgmjjjn-1,12
hpgmkjpn-1,2
hpgmlhjn-1,3
hpgmlpob-1,3
hpgnlmoc-1,10
hpgnpdam-1,10
hpgoabah-1,4
hpgocknd-1,12
hpgopopb-1,8
hpgpphmp-1,12
hphaalnb-1,3
hphakggo-1,10
hphaopag-1,4
hphbcijc-1,8
hphbgjfc-1,7
hphbpmhk-1,8
hphcjkfm-1,4
hphcljbk-1,8
hphcoakn-1,3
hphdbabb-1,8
hphdcenb-1,3
hphdjfjo-1,14
hpheedmj-1,12
hpheeogc-1,19
hpheihif-1,1
hpheinkk-1,2
hphekecl-1,4
hphenaaj-1,12
hphepmel-1,22
hphfefkl-1,10
hphfljol-1,3
hphfmhaf-1,2
hphfpnlb-1,4
hphgffmh-1,10
hphghlfd-1,1
hphhckpg-1,15
hphibahb-1,3
hphibnce-1,3
hphidlak-1,4
hphindkd-1,2
hphioefj-1,4
hphiphbp-1,8
hphjbkhe-1,8
hphjdkpn-1,3
hphjggoj-1,4
hphjjohc-1,3
hphjljlc-1,10
hphjppbe-1,2
hphkbkho-1,4
hphkcoca-1,4
hphknefo-1,10
hphlcegp-1,3
hphlecdd-1,4
hphlhmjg-1,8
hphlicmb-1,8
hphlncof-1,7
hphmenkp-1,3
hphmmbfb-1,3
hphmpaoa-1,3
hphmpdol-1,3
hphmpnle-1,10
hphnclja-1,3
hphneeda-1,14
hphnhjpp-1,3
hphnjigf-1,3
hphnndgl-1,1
hphnoplg-1,3
hphoaaid-1,3
hphocpgk-1,3
hphogaic-1,3
hphoibdb-1,3
hphonmdg-1,3
hphpdjea-1,10
hphpeafg-1,4
hphpfhef-1,19
hphphpnh-1,14
hpiabflm-1,3
hpiacmjg-1,3
hpiameei-1,3
hpibdagg-1,2
hpibdged-1,3
hpibgpgh-1,3
hpibkndb-1,3
hpibldpp-1,3
hpicffgf-1,14
hpidaipi-1,3
hpidbdig-1,3
hpiddkge-1,3
hpidghei-1,3
hpidkadf-1,3
hpidnhlm-1,1
hpiebkih-1,22
hpiecnnl-1,3
hpiediig-1,3
hpiefekp-1,22
hpiekcbl-1,2
hpiepbdg-1,2
hpifcjja-1,3
hpifimhc-1,1
hpifinpi-1,1
hpiflfoi-1,3
hpifmdek-1,3
hpigalco-1,20
hpigkafp-1,3
hpigmcnf-1,20
hpihecdh-1,1
hpihmdca-1,3
hpiimbnn-1,20
hpiiniag-1,14
hpijaddd-1,10
hpijbndd-1,10
hpikclbn-1,3
hpikndii-1,10
hpilaghb-1,14
hpildhhp-1,10
hpileahh-1,3
hpiljahd-1,3
hpiljckj-1,14
hpimhloc-1,3
hpinbjnb-1,20
hpincefi-1,14
hpiocdfp-1,10
hpiocoai-1,3
hpipgnnj-1,1
hpiphcjk-1,10
hpiphplb-1,3
hpipimej-1,3
hpipjiml-1,14
hpjaapdl-1,3
hpjadmhg-1,3
hpjaloil-1,3
hpjanbdi-1,3
hpjangbl-1,10
hpjanieh-1,10
hpjaookm-1,8
hpjbjcaf-1,8
hpjblmpb-1,8
hpjchfdd-1,10
hpjcpmda-1,10
hpjdhkog-1,3
hpjdliph-1,3
hpjdoamo-1,3
hpjebaab-1,12
hpjeglgi-1,12
hpjeibjl-1,10
hpjfoekb-1,8
hpjfpgii-1,14
hpjgbfpg-1,3
hpjgelma-1,1
hpjgkojd-1,1
hpjgnjin-1,1
hpjhillg-1,3
hpjhioef-1,3
hpjhjklf-1,10
hpjhmaig-1,3
hpjhmeoi-1,3
hpjicamo-1,3
hpjijikm-1,1
hpjijmbo-1,3
hpjimcme-1,3
hpjimolb-1,3
hpjiocjo-1,2
hpjjbccn-1,1
hpjlcpfj-1,1
hpjlgfhe-1,3
hpjljagm-1,3
hpjllknb-1,10
hpjlmlgk-1,3
hpjmbepe-1,14
hpjmhkjf-1,3
hpjmmiif-1,14
hpjmnicg-1,10
hpjnaodj-1,1
hpjnkeon-1,3
hpjnnffa-1,3
hpjocfnb-1,3
hpjpeoba-1,1
hpjpfbie-1,3
hpjpifbn-1,3
hpjpkena-1,3
hpkaackp-1,1
hpkackch-1,3
hpkakhoh-1,3
hpkbcfin-1,10
hpkbioim-1,3
hpkbphkm-1,3
hpkcjema-1,1
hpkcndcl-1,1
hpkdbkgb-1,1
hpkdcjle-1,10
hpkddlln-1,3
hpkdfcee-1,10
hpkdphcj-1,3
hpkedimf-1,1
hpkeeean-1,3
hpkegkhf-1,10
hpkejeaa-1,3
hpkfgfnm-1,20
hpkfnfdn-1,3
hpkfodfm-1,10
hpkfogli-1,3
hpkhgdpj-1,3
hpkhjpdg-1,3
hpkhocmi-1,10
hpkilmlg-1,1
hpkinlfp-1,3
hpkipchk-1,3
hpkjbmah-1,1
hpkjkjmp-1,2
hpkjogma-1,14
hpkkafac-1,3
hpkkalig-1,1
hpkkhcaj-1,1
hpkkhodf-1,1
hpklecdd-1,1
hpklnemg-1,1
hpkmagjf-1,3
hpkmbapj-1,3
hpkmdnok-1,3
hpkmidda-1,3
hpkmjond-1,10
hpkmnomf-1,3
hpknbjoo-1,1
hpkncgnk-1,3
hpknfmgg-1,12
hpknhnla-1,12
hpknkgnc-1,4
hpknokke-1,4
hpkofhjg-1,4
hpkokged-1,3
hpkoopca-1,12
hpkpbdlo-1,4
hpkphgca-1,10
hpkpimkl-1,12
hplaalak-1,4
hplaanga-1,4
hplabceb-1,12
hplafemp-1,4
hplbanei-1,4
hplbcjcc-1,4
hplbfkdh-1,15
hplbimfo-1,12
hplbmikj-1,19
hplbplke-1,10
hplcefoo-1,2
hplcjijh-1,12
hpldaegp-1,21
hpldafcc-1,4
hpldhpob-1,19
hpldihfd-1,9
hpldjkcd-1,22
hpldkkib-1,2
hpldlfbi-1,22
hpldmfao-1,22
hplecjal-1,12
hpleekel-1,19
hpleghlb-1,10
hplgbinm-1,12
hplheale-1,3
hplhggpl-1,3
hplhhmio-1,2
hplhidao-1,12
hplhlgeb-1,12
hplhlpcb-1,2
hplhplap-1,2
hpliclnb-1,12
hplieokf-1,9
hpljbefp-1,9
hpljeaim-1,2
hpljgcfg-1,2
hplkgfpn-1,4
hplkilbk-1,19
hplkmcbf-1,22
hplknglk-1,4
hplkpjhp-1,2
hpllbnbc-1,4
hplldbca-1,4
hpllifkd-1,2
hpllijgi-1,10
hplllego-1,19
hplllhjh-1,4
hpllmikm-1,3
hpllmnlg-1,12
hplmhghc-1,12
hplmpllj-1,4
hplnbdio-1,3
hplneccn-1,10
hplniinf-1,12
hploinpm-1,10
hplpkmni-1,2
hplplgpm-1,4
hplponbn-1,4
hpmaaimp-1,4
hpmaeinb-1,2
hpmafngc-1,12
hpmafpbj-1,4
hpmalbhc-1,12
hpmammid-1,2
hpmampnl-1,4
hpmaohih-1,4
hpmbbgkb-1,2
hpmcdaja-1,8
hpmcfmal-1,12
hpmckcbm-1,12
hpmckoii-1,4
hpmcnjoh-1,4
hpmdcodm-1,2
hpmeblfn-1,3
hpmedfjh-1,15
hpmehohp-1,12
hpmeilma-1,12
hpmejimc-1,20
hpmejjpf-1,3
hpmepggg-1,2
hpmfacen-1,12
hpmfamfd-1,8
hpmfefjd-1,3
hpmfephj-1,3
hpmffjpl-1,12
hpmflemm-1,12
hpmfpjni-1,14
hpmggkkl-1,3
hpmgkfma-1,10
hpmgpbnj-1,10
hpmhnejf-1,2
hpmhohei-1,3
hpmhonho-1,10
hpmhpelo-1,12
hpmidbae-1,14
hpmijdnf-1,10
hpmiofjo-1,4
hpmjciok-1,15
hpmjdccg-1,1
hpmjeaoc-1,15
hpmjgdlc-1,3
hpmjneej-1,10
hpmkbplh-1,4
hpmkdbfi-1,3
hpmldkec-1,4
hpmljknb-1,10
hpmlkiif-1,12
hpmmiela-1,10
hpmnalfm-1,12
hpmnckje-1,12
hpmnogii-1,10
hpmnpbhm-1,10
hpmomiec-1,20
hpmpdlpn-1,12
hpmpicmg-1,12
hpmpiead-1,20
hpmpkijg-1,12
hpmpkoca-1,3
hpmpmooc-1,3
hpmpolpf-1,14
hpmppehp-1,15
hpmpplla-1,20
hpnabkdi-1,12
hpnafeif-1,3
hpnamblj-1,20
hpnampgl-1,4
hpnbbpnm-1,4
hpnbegop-1,1
hpnbgffb-1,20
hpnboblb-1,20
hpnbpikf-1,10
hpnchlhm-1,14
hpnckifo-1,1
hpndbidc-1,1
hpndbmhm-1,3
hpndnkik-1,3
hpnebgin-1,10
hpnebpnf-1,20
hpnedjgk-1,1
hpnedkgp-1,14
hpneeicd-1,3
hpnengjd-1,3
hpnfilon-1,14
hpnfkbjn-1,3
hpngbhpo-1,12
hpngeiji-1,1
hpngfoop-1,3
hpngkobo-1,14
hpngmpeb-1,14
hpngnjff-1,3
hpngnnmh-1,14
hpngomhe-1,3
hpngpdpi-1,1
hpngpfla-1,12
hpnhbckj-1,3
hpnhhalb-1,15
hpnilepc-1,10
hpnipndc-1,10
hpnjhkbh-1,8
hpnjlche-1,7
hpnjoepa-1,7
hpnkljfo-1,20
hpnllhal-1,4
hpnlnapg-1,7
hpnmbfle-1,7
hpnmoaln-1,14
hpnmoicl-1,8
hpnnaajn-1,4
hpnncafm-1,12
hpnodgpe-1,3
hpnofmpb-1,1
hpnondfa-1,10
hpnpdhgk-1,14
hpoahbla-1,1
hpoalefm-1,3
hpoapnnn-1,3
hpobahmi-1,10
hpobbfpi-1,2
hpobfkpl-1,2
hpobnnap-1,3
hpocbdfb-1,4
hpocekoj-1,14
hpoclahi-1,10
hpoclamf-1,8
hpocmfoe-1,3
hpocpopb-1,14
hpodjigb-1,9
hpodjkcf-1,3
hpodnkcg-1,10
hpoebnlf-1,3
hpoecjic-1,14
hpoeeiai-1,3
hpoeiikb-1,14
hpoekadc-1,3
hpoflnlk-1,10
hpofmmfo-1,3
hpogafak-1,14
hpogckjc-1,9
hpogdmbo-1,3
hpogfilm-1,1
hpoggeei-1,10
hpogjmah-1,14
hpogngcg-1,1
hpognlkc-1,3
hpogpdee-1,2
hpohcgdo-1,1
hpohciik-1,1
hpohjmll-1,3
hpoiafec-1,3
hpoiamhj-1,1
hpoiamji-1,1
hpojcnhg-1,14
hpojfdjd-1,10
hpojhjee-1,14
hpojjkip-1,3
hpokbmkh-1,10
hpokcmec-1,3
hpokhfbb-1,10
hpokibnl-1,3
hpokjfoh-1,3
hpokkkif-1,14
hpolcmen-1,10
hpolfebi-1,12
hpolhdmj-1,3
hpomlidn-1,3
hponbhkj-1,14
hponbpog-1,14
hpondkeh-1,10
hponghec-1,14
hpongijm-1,3
hponhohf-1,3
hponpgbm-1,3
hponpibn-1,1
hpoobjkd-1,3
hpoocdnn-1,8
hpoogljk-1,1
hpooilia-1,3
hpoojbfg-1,10
hpooklpe-1,7
hpoolhhn-1,3
hpopaahm-1,3
hpopcofd-1,7
hpophleh-1,3
hpoppaii-1,14
hpoppomi-1,3
hppaghcf-1,1
hppagpel-1,1
hppahlki-1,3
hppahpee-1,3
hppajnbf-1,3
hppbekkj-1,3
hppbkdgo-1,1
hppcicei-1,10
hppcjeim-1,1
hppcmbjp-1,10
hppconfl-1,24
hppdmheh-1,1
hppdpmmm-1,10
hppeeokc-1,1
hppekkce-1,1
hppflppm-1,1
hppfmogp-1,3
hppfnoip-1,3
hppfpajb-1,3
hpphbpnh-1,1
hpphhbmi-1,1
hpphicjo-1,3
hpphkjnh-1,3
hppiajcl-1,3
hppifcod-1,3
hppiifgl-1,10
hppjacaa-1,1
hppjfghf-1,1
hppjlphp-1,3
hppjpnmc-1,3
hppkaeje-1,3
hppkilom-1,3
hppkklij-1,3
