Barcode,Cluster
hppkpfpd-1,3
hpplfjmn-1,3
hppmfckn-1,3
hppmghfi-1,3
hppmiocf-1,3
hppmlfjm-1,3
hppnidaf-1,3
hppnkdek-1,1
hppnmakm-1,3
hppnnkmd-1,1
hppnpdbf-1,3
hppoaegh-1,1
hppoilfh-1,10
hppolpbp-1,14
hppoognk-1,14
hppookib-1,3
hppopedf-1,10
hpppggpf-1,1
hppphmmp-1,1
hpppjank-1,14
hpppkajb-1,3
iaaaflai-1,1
iaaalifg-1,23
iaabdgji-1,1
iaabdkal-1,14
iaabfphh-1,1
iaabokkg-1,3
iaacjgpc-1,3
iaacmcae-1,1
iaacohoi-1,1
iaacpiij-1,1
iaadaalf-1,3
iaadepgh-1,1
iaadfjoa-1,1
iaadjenf-1,1
iaaeanph-1,1
iaaeggek-1,1
iaaejghk-1,10
iaaeomme-1,1
iaafcdoe-1,1
iaafeaic-1,3
iaafgjmk-1,10
iaafmdom-1,1
iaafpnbh-1,3
iaagiiia-1,1
iaagmfha-1,10
iaahankg-1,2
iaahcgib-1,1
iaahcnjh-1,3
iaahikdm-1,23
iaahojnk-1,2
iaaholcb-1,3
iaahpbjo-1,1
iaahpldg-1,3
iaaidokc-1,1
iaajjdlc-1,3
iaajppgg-1,1
iaakcama-1,1
iaakjhli-1,3
iaalakfl-1,3
iaalbadc-1,1
iaalcnpk-1,3
iaalfdoa-1,1
iaalgfhc-1,1
iaalgfnc-1,1
iaaljlgb-1,2
iaalomal-1,1
iaamaloj-1,10
iaamfcnj-1,2
iaamkgln-1,1
iaammcge-1,1
iaamnjof-1,3
iaanabjl-1,1
iaanhabk-1,1
iaanlcjl-1,1
iaaoibmf-1,1
iaaolfal-1,2
iaaomccg-1,3
iaaoohif-1,3
iaapaajo-1,1
iaaplapc-1,1
iaapocjm-1,1
iaapokhg-1,2
iababcpj-1,1
iabaciah-1,3
iabadahc-1,3
iabalaok-1,1
iabamefa-1,3
iabbglik-1,3
iabbhhlp-1,3
iabbmpgg-1,1
iabbngdn-1,3
iabcblfg-1,3
iabcbpkk-1,3
iabccppn-1,3
iabcdaih-1,3
iabcljfj-1,1
iabdblda-1,3
iabddomh-1,1
iabdelmk-1,3
iabeaplj-1,3
iabebnom-1,1
iabeedci-1,3
iabelple-1,3
iabepjda-1,3
iabfbpga-1,1
iabgcpel-1,3
iabgehbd-1,1
iabgfdcl-1,3
iabgngoh-1,3
iabhdeng-1,10
iabhdgae-1,1
iabhebpd-1,10
iabhfphe-1,1
iabhjoof-1,10
iabhpeag-1,1
iabibhkf-1,3
iabiijel-1,1
iabikafg-1,1
iabilgbj-1,3
iabjbbfm-1,1
iabjfmee-1,3
iabjgpao-1,1
iabjmhlh-1,3
iabkdaeb-1,3
iabkdamo-1,1
iabkdpkg-1,3
iabkeapd-1,1
iabkejmk-1,1
iabkhodg-1,3
iabkhppb-1,3
iabkjoeb-1,14
iabkklcg-1,2
iabknemi-1,20
iabliakk-1,1
iabllgdm-1,1
iablmdjd-1,3
iablmjfj-1,3
iablnakj-1,3
iabnglei-1,1
iabnkhnj-1,1
iaboalin-1,3
iabobnnj-1,3
iabocopi-1,3
iabojllb-1,3
iabokbkm-1,3
iabokjgl-1,3
iabpbiek-1,3
iabphfbm-1,10
iabppfin-1,3
iacbijnh-1,3
iacboeep-1,1
iacbphbh-1,10
iacccdgd-1,1
iaccgpji-1,1
iacclenk-1,3
iaccmpfc-1,10
iacdfnok-1,1
iacdnbjb-1,3
iacdnhpg-1,1
iacebeaj-1,1
iaceefmk-1,1
iacehnbg-1,3
iaceofop-1,3
iacffebk-1,14
iacffhmj-1,14
iacfjgag-1,3
iacfjokp-1,3
iacgbkep-1,3
iacgckpp-1,1
iacgddjk-1,3
iacgfiee-1,3
iacgfpjl-1,3
iacggled-1,3
iacghkcl-1,3
iacgjiic-1,3
iacgmegm-1,3
iachdoak-1,3
iachkplo-1,1
iachmahm-1,3
iacidlao-1,1
iacifkfn-1,1
iacihggk-1,1
iacjbmnp-1,3
iacjckif-1,1
iacjofij-1,3
iacjpmbp-1,1
iackgaji-1,10
iackjbhl-1,1
iaclihjp-1,3
iacmfomb-1,1
iacmhcpk-1,3
iacminii-1,1
iacmlaeo-1,3
iacngcpb-1,14
iacngdgi-1,1
iacobnco-1,3
iacodglg-1,3
iacoihpe-1,3
iacpdamp-1,3
iacpgkoo-1,3
iacphakf-1,1
iacplbmn-1,1
iacpnlai-1,1
iadaeabg-1,3
iadaejhc-1,10
iadakmje-1,1
iadapjlg-1,1
iadbbekd-1,3
iadbgbka-1,3
iadbhdpp-1,1
iadbkddg-1,20
iadcgdmg-1,3
iadcjdpi-1,1
iadcjpem-1,1
iadcldpm-1,1
iadcmgbe-1,1
iadcpfpp-1,3
iaddkffa-1,1
iadefakm-1,1
iadgaemo-1,3
iadgjdlh-1,1
iadgkbbh-1,1
iadgklce-1,1
iadglomn-1,1
iadgpcgl-1,1
iadhggmj-1,10
iadhhbej-1,10
iadhlcnh-1,1
iadhlhfn-1,1
iadibkio-1,14
iadibpnk-1,1
iadigcao-1,1
iadjkhfh-1,14
iadjnikp-1,3
iadkajce-1,3
iadkolld-1,3
iadlcemi-1,1
iadlmlok-1,1
iadlnbho-1,10
iadmcamd-1,1
iadmfmlj-1,1
iadnchkp-1,1
iadnehnk-1,1
iadnlfdm-1,4
iadnllcd-1,1
iadofhkf-1,3
iadolmnj-1,1
iadpboik-1,1
iadpcknm-1,3
iadpdahl-1,1
iadpebgj-1,10
iadpjfdn-1,1
iaeakine-1,1
iaecbflh-1,1
iaecdejp-1,1
iaecfmli-1,3
iaecibpe-1,3
iaecolic-1,3
iaedhejj-1,3
iaedikgo-1,3
iaedmghd-1,1
iaedmnln-1,1
iaeeadgc-1,1
iaeeegei-1,1
iaeeiimb-1,1
iaeelbcp-1,3
iaegcmpe-1,22
iaegcnfa-1,3
iaegmggb-1,3
iaegnlja-1,3
iaegofoa-1,19
iaehfnee-1,3
iaehidji-1,23
iaehjcgl-1,1
iaehldkh-1,1
iaehokam-1,10
iaeiaoba-1,1
iaeibgam-1,3
iaeibinn-1,1
iaeicjbi-1,3
iaeijgfh-1,3
iaeiolhg-1,3
iaeiomfd-1,3
iaeiphlb-1,3
iaejhjdo-1,1
iaejifnj-1,1
iaejoiek-1,1
iaekbnnf-1,1
iaekgkme-1,1
iaekjbgb-1,1
iaelkcpl-1,1
iaellpan-1,1
iaemaoed-1,1
iaemffop-1,1
iaemmhpo-1,1
iaemnlmf-1,1
iaemojno-1,1
iaeofljp-1,1
iaeohmbb-1,1
iaepdchk-1,1
iaepghfc-1,1
iaepioml-1,1
iaeplgom-1,3
iaepmkeb-1,1
iaepmnhi-1,1
iafabgjj-1,1
iafaelgh-1,1
iafagfja-1,3
iafahlhi-1,3
iafallhb-1,1
iafapnba-1,1
iafbbbog-1,1
iafbddgo-1,1
iafbfpob-1,1
iafbgbhe-1,3
iafbmpkl-1,2
iafcfbln-1,1
iafchdcp-1,1
iafcilnp-1,2
iafcjcdc-1,1
iafckhef-1,3
iafclimo-1,3
iafcljmp-1,3
iafdahld-1,2
iafejnie-1,1
iafemghl-1,2
iaffbmmm-1,1
iaffjflh-1,1
iafflijd-1,1
iaffnahd-1,3
iaffncmb-1,1
iafgmlbe-1,1
iafhbohj-1,1
iafhhlom-1,1
iafigmdb-1,3
iafippob-1,20
iafjlami-1,1
iafjodhb-1,1
iafkgbbn-1,3
iafkhdgp-1,1
iafkjnck-1,3
iafladfo-1,3
iafldkhb-1,3
iaflkcdm-1,1
iafllhba-1,2
iafllmbl-1,1
iaflpion-1,1
iafmepme-1,1
iafmgpmb-1,1
iafnaabk-1,1
iafneoea-1,1
iafnkgnf-1,10
iafnoffl-1,15
iafoblnf-1,3
iafohpjm-1,1
iafolkna-1,3
iafonnpa-1,3
iafpbpdo-1,1
iafpcana-1,1
iafpgbna-1,1
iafphahe-1,3
iagaaemi-1,1
iagamkfd-1,1
iagbakjd-1,3
iagbdilc-1,1
iagbeakf-1,1
iagbngge-1,1
iagbnmdj-1,1
iagcngdc-1,1
iagdfoeg-1,1
iagdghkj-1,10
iagdhnnn-1,10
iagdkdde-1,1
iagdnjdj-1,1
iagebffh-1,1
iagekcen-1,10
iagekdfe-1,1
iagfgnpg-1,1
iagfgppl-1,10
iagfjbmp-1,1
iagflbpi-1,3
iagfmpjf-1,1
iagglafh-1,1
iaggnigf-1,14
iaghbfni-1,1
iaghbopd-1,1
iaghcnkj-1,10
iaghdfkj-1,14
iaghlilg-1,1
iagiaamn-1,1
iagibbgn-1,1
iagiblnc-1,1
iagjhcea-1,1
iagjmgkk-1,1
iagkepgn-1,3
iagkgofe-1,1
iagkibem-1,1
iagkjfof-1,3
iagkkfol-1,1
iagklhie-1,1
iagklmfg-1,1
iaglbcph-1,1
iagldhnb-1,1
iagljhkn-1,3
iagmapdc-1,3
iagmbcla-1,1
iagmfhpp-1,1
iagmhcfm-1,10
iagmkbjn-1,1
iagmlecp-1,1
iagnfkem-1,3
iagnlbbd-1,10
iagofcin-1,1
iagohjcm-1,10
iagojbje-1,10
iagojpfe-1,1
iagolode-1,3
iagonokb-1,1
iagpcckb-1,10
iagpgbmc-1,3
iahafagc-1,1
iahamadn-1,3
iahannge-1,1
iahbcpki-1,1
iahbkdob-1,3
iahbmgok-1,1
iahcecjg-1,1
iahchlnm-1,1
iahdbpee-1,1
iahdgjjk-1,1
iahecmap-1,1
iahefbnl-1,3
iaheidcl-1,10
iahepcnb-1,1
iahfbcck-1,10
iahfcphh-1,1
iahfdcgm-1,10
iahfmgje-1,10
iahfopaa-1,1
iahfpcjf-1,1
iahgapng-1,1
iahgbbek-1,1
iahgcpdn-1,1
iahgkmei-1,1
iahhdcfi-1,3
iahhkamm-1,3
iahhnfmj-1,3
iahhpnik-1,3
iahicpch-1,1
iahifmoe-1,3
iahikfck-1,1
iahimaeg-1,3
iahjaklc-1,1
iahjchne-1,3
iahjnike-1,14
iahkaend-1,7
iahkcedd-1,1
iahkckgk-1,10
iahklcij-1,1
iahkllib-1,7
iahkmabp-1,3
iahkmoed-1,3
iahldpla-1,3
iahldpph-1,1
iahlioia-1,1
iahlmikn-1,14
iahmanlk-1,3
iahmdigg-1,1
iahmflpf-1,1
iahmpcid-1,1
iahngcbo-1,3
iahnhkjg-1,1
iahnjkcc-1,3
iahnlmpg-1,3
iahnmhac-1,3
iahoajbn-1,1
iahodcaa-1,14
iahofnpm-1,1
iahomghk-1,3
iahpbfhp-1,1
iahpfdbd-1,14
iahpgmce-1,3
iahpjkfm-1,3
iaiadmbo-1,1
iaiagggp-1,3
iaialkmh-1,3
iaibboij-1,3
iaiblbmd-1,1
iaibmbeb-1,1
iaibpfmk-1,3
iaicalbk-1,3
iaiccdhl-1,14
iaicdnbc-1,3
iaicfdlo-1,1
iaicfpae-1,10
iaiclcmp-1,1
iaicmkcn-1,3
iaidaben-1,2
iaidiimc-1,1
iaidinco-1,3
iaidkend-1,3
iaidlong-1,3
iaidpfio-1,3
iaieaomp-1,1
iaiebcmg-1,1
iaiegkda-1,1
iaiemnmd-1,1
iaifbahp-1,1
iaifbimc-1,1
iaifjmgo-1,1
iaiflcoc-1,1
iaigljng-1,3
iaignfco-1,10
iaiiaofc-1,1
iaiikoag-1,2
iaiimgam-1,1
iaiiohmm-1,3
iaiiplom-1,3
iaijbbic-1,1
iaijigjg-1,1
iaijjegj-1,1
iaikadpf-1,1
iaiklggl-1,3
iaiklnib-1,3
iailglnm-1,1
iailjpec-1,1
iailkmdb-1,1
iailndmk-1,1
iailniad-1,3
iaimaecc-1,1
iaimkold-1,1
iainfeoh-1,3
iainidkm-1,3
iainkmfj-1,1
iainkpmg-1,1
iaionnhl-1,3
iaipfnkp-1,1
iaipiogd-1,1
iaipncon-1,10
iaipphae-1,3
iajaaebg-1,3
iajafnnh-1,3
iajaikkp-1,3
iajakjkk-1,3
iajbmgam-1,1
iajbmpna-1,10
iajbnhbl-1,12
iajcaoei-1,3
iajchdkb-1,1
iajcjlgp-1,3
iajckdjb-1,3
iajcnpff-1,7
iajdcpbi-1,3
iajdeocd-1,3
iajeeolo-1,3
iajehcid-1,4
iajeiijg-1,8
iajejioc-1,3
iajfclnd-1,3
iajfhplc-1,3
iajfighg-1,3
iajfjmae-1,3
iajglgga-1,3
iajhfbdf-1,1
iajhihkn-1,3
iajigmpk-1,10
iajiihlk-1,10
iajijbgc-1,10
iajinohl-1,3
iajjpida-1,3
iajkecnc-1,1
iajkfmjg-1,14
iajkoecm-1,10
iajkoecn-1,3
iajkpljm-1,1
iajlogio-1,3
iajloheb-1,1
iajlomel-1,1
iajmecbl-1,3
iajmhkhb-1,3
iajmjijn-1,1
iajmlmmd-1,10
iajmmoke-1,3
iajngljh-1,3
iajnnbjo-1,3
iajobigb-1,3
iajociic-1,10
iajodfjm-1,1
iajokdkn-1,3
iajpiphc-1,1
iajpldjl-1,10
iajpohnm-1,7
iakacfdk-1,19
iakakmkj-1,3
iakalmdb-1,1
iakaokbb-1,1
iakbikho-1,3
iakdhifa-1,10
iakdidij-1,3
iakdlgek-1,1
iakdnnbf-1,1
iakeepap-1,1
iakelkea-1,1
iakemaal-1,2
iakenchc-1,3
iakfciod-1,3
iakfemnm-1,3
iakgbblf-1,1
iakgcnel-1,3
iakgnlie-1,3
iakgobih-1,3
iakhbbci-1,3
iakhpnml-1,1
iakiccoj-1,1
iakijlhc-1,1
iakilcgb-1,1
iakimgip-1,3
iakjkpih-1,8
iakkjklm-1,7
iakkjoef-1,2
iakkkgim-1,10
iakkncfn-1,1
iaklcnjk-1,3
iakldhgf-1,14
iaklpimc-1,3
iakmadnk-1,3
iakmkkml-1,3
iaknjbog-1,3
iakonbck-1,3
iakopfao-1,3
iakpbanp-1,3
iakpnega-1,3
ialabcne-1,3
ialagmpk-1,3
ialajgka-1,3
ialalpia-1,1
ialamfdl-1,3
ialanfbi-1,3
ialapbcm-1,3
ialbhgce-1,3
ialbmbeo-1,3
ialcpkol-1,3
ialdaahf-1,3
ialdbdfo-1,3
ialddlkp-1,3
ialdoehj-1,3
ialdpdfl-1,3
ialecngf-1,3
ialefkbg-1,3
ialejpcn-1,3
ialenjkn-1,10
ialfhlkj-1,3
ialfohcb-1,1
ialgbcjh-1,3
ialgbkej-1,3
ialgdkjl-1,3
ialghmlh-1,3
ialglaec-1,3
ialhlobj-1,1
ialhnmap-1,3
ialifofa-1,3
ialimjoo-1,1
ialjeipm-1,1
ialjlflo-1,1
ialjmelk-1,1
ialjogfp-1,1
ialjpnaa-1,3
ialkfpij-1,3
ialkgnnb-1,3
ialknhbp-1,3
iallbkpe-1,1
ialmalol-1,3
ialmblhp-1,3
ialmelkk-1,14
ialmlloh-1,1
ialmnbmf-1,3
ialnanjb-1,1
ialngafl-1,1
ialnghle-1,1
ialnhbnd-1,3
ialnjkmk-1,3
ialnlojf-1,3
ialocgic-1,3
ialonfpj-1,3
ialpabdl-1,3
ialpdhmi-1,3
ialpjbbg-1,7
ialpmimk-1,3
ialpodmb-1,3
iamagnaa-1,3
iamajiop-1,10
iamakekl-1,3
iamamkbo-1,1
iambaecp-1,1
iambdnon-1,3
iambfgoo-1,1
iamcaool-1,1
iamcjacg-1,3
iamclpho-1,1
iamcmdfc-1,1
iamdckgg-1,1
iamddioa-1,3
iamdhmop-1,3
iamdlofp-1,3
iamekohn-1,1
iamfamlg-1,1
iamfkkkl-1,3
iamgjpma-1,1
iamgngbf-1,3
iamhbdao-1,1
iamhemgb-1,1
iamhfoic-1,3
iamhifco-1,3
iamhkjab-1,3
iamignal-1,3
iamiiajb-1,3
iamikeid-1,3
iamikpad-1,1
iamimlan-1,1
iamjcdno-1,3
iamjjhgc-1,1
iamkbibi-1,3
iamkdjok-1,1
iamkeijh-1,3
iamkoeda-1,1
iamlmcjg-1,10
iammamjg-1,3
iammdloo-1,8
iammjlfl-1,14
iammlfbj-1,3
iammngcp-1,10
iamncnld-1,3
iamnoala-1,3
iamnpfkj-1,1
iamoaofk-1,3
iamoaonn-1,1
iamoblnd-1,1
iamocjpc-1,1
iamodjck-1,1
iamopejk-1,1
iampbghh-1,1
iampkbef-1,1
iampmiko-1,1
ianabaen-1,1
ianafeig-1,1
ianalpaf-1,1
ianbaiej-1,1
ianbhajl-1,1
iancgmhg-1,1
iancldba-1,1
ianclhme-1,3
iandaplo-1,1
iandbefb-1,3
iandnjoo-1,1
ianeddbn-1,3
ianeihdg-1,1
ianeikeo-1,1
ianfhgni-1,3
ianfjlgn-1,1
ianflmcj-1,1
iangcdio-1,1
iangfacm-1,1
iangfbeb-1,1
iangjghg-1,1
iangkbfg-1,1
iangopin-1,1
iangpbdb-1,1
ianhgakl-1,1
ianhkfdb-1,1
ianibdko-1,1
ianieceg-1,1
ianiihpe-1,23
ianijgjg-1,23
ianimjii-1,23
ianiocmj-1,1
ianipoin-1,1
ianjiagh-1,1
ianjihge-1,1
ianjpkef-1,1
iankalih-1,1
iankheda-1,1
iankjjko-1,1
ianklfmi-1,1
iankmbii-1,1
ianlafif-1,1
ianlfbgb-1,1
ianlgahl-1,1
ianlhgkb-1,2
ianlhppg-1,1
ianlpndo-1,1
ianmnfcp-1,1
ianmphkf-1,1
iannheip-1,3
iannlmcj-1,1
iannnfhd-1,1
ianockon-1,1
iaoadkkp-1,1
iaoahkkh-1,1
iaoakhio-1,1
iaoaopfl-1,3
iaobgbci-1,1
iaobgiof-1,1
iaoblibc-1,1
iaobmjkk-1,1
iaobpcoj-1,1
iaocankk-1,23
iaoccffe-1,23
iaodfonk-1,1
iaodhfbl-1,1
iaodlgoo-1,1
iaodofae-1,1
iaoebgak-1,1
iaoebkin-1,1
iaoejnlc-1,1
iaoeldga-1,2
iaoelkln-1,1
iaoeojfd-1,1
iaofahhn-1,10
iaofbebn-1,1
iaofcjdi-1,1
iaoffcam-1,23
iaofgnkn-1,1
iaofofel-1,1
iaogalke-1,1
iaognegc-1,1
iaogpmff-1,1
iaohacoh-1,1
iaohiblk-1,1
iaoiioba-1,3
iaoikebp-1,1
iaojlakl-1,23
iaojpbfn-1,1
iaokcdam-1,10
iaokkkaj-1,10
iaolhcof-1,1
iaolhgef-1,1
iaomfjlg-1,23
iaomfnja-1,1
iaomgnon-1,1
iaomifcj-1,10
iaomjdcb-1,1
iaomobfj-1,10
iaomojcg-1,1
iaompfce-1,1
iaoneaom-1,1
iaonfmce-1,3
iaonhkfe-1,23
iaoniaeo-1,1
iaonlejo-1,3
iaoobpnk-1,1
iaoohcgo-1,3
iaookjeh-1,1
iaoonifo-1,1
iaopeflj-1,1
iapaacgk-1,3
iapagbbo-1,1
iapajdme-1,1
iapapcch-1,1
iapbcmil-1,1
iapbgddc-1,1
iapchmgh-1,1
iapcioek-1,1
iapcmehg-1,10
iapcojek-1,1
iapdcfcj-1,1
iapddnnf-1,1
iapdhpan-1,1
iapdmjmm-1,3
iapeidlg-1,1
iapekanm-1,1
iapenehi-1,1
iapfhinh-1,1
iapfhmif-1,14
iapfmelh-1,1
iapfonij-1,14
iapgiifh-1,1
iapgjleg-1,1
iaphglog-1,1
iaphgloo-1,1
iaphhjmn-1,1
iapiecbp-1,3
iapienml-1,3
iapighab-1,1
iapiidbl-1,3
iapiikin-1,3
iapipbih-1,1
iapjdoof-1,1
iapjiabo-1,3
iapjikfl-1,7
iapjjgcm-1,7
iapjndfc-1,3
iapjofdi-1,3
iapjonff-1,3
iapkecmc-1,3
iapklifd-1,3
iaplbgml-1,3
iaplcjfi-1,3
iaplhckl-1,3
iaplhfio-1,3
iaplkcjk-1,14
iaplknka-1,3
iapmaamh-1,3
iapmafge-1,1
iapmgnhe-1,1
iapncpad-1,3
iapnkeee-1,10
iapnlpan-1,2
iapnpmha-1,1
iapofmhd-1,1
iaponenc-1,3
iappkjdo-1,3
ibaacego-1,3
ibaaflmo-1,1
ibaaifol-1,3
ibabfhki-1,1
ibabnkmi-1,1
ibaccpif-1,1
ibacedkd-1,1
ibacgjjm-1,1
ibacibfb-1,1
ibadamhh-1,3
ibadbpdj-1,3
ibaddhei-1,14
ibadhenn-1,1
ibadkgfp-1,1
ibadlifb-1,1
ibaegmip-1,10
ibaeifdo-1,1
ibaepdlb-1,1
ibafgnal-1,1
ibagfcif-1,1
ibaggile-1,1
ibagpjnl-1,1
ibahhfdi-1,10
ibahjnii-1,1
ibaidkpo-1,3
ibaijfcg-1,10
ibaipcpk-1,1
ibajegbf-1,1
ibajepgk-1,1
ibajhkdm-1,10
ibajkncl-1,1
ibajnpon-1,1
ibajpfpa-1,1
ibakbaip-1,1
ibakfoij-1,1
ibaknmfl-1,14
ibalambp-1,1
ibalfdmc-1,3
ibalidhp-1,1
ibamhmcp-1,1
ibamjmde-1,3
ibanedco-1,14
ibanibjd-1,1
ibankffl-1,3
ibanmika-1,3
ibanoaoo-1,1
ibanoepe-1,1
ibaojedp-1,1
ibaolnjd-1,1
ibaonjne-1,14
ibaopfcb-1,1
ibapjmik-1,1
ibappfde-1,1
ibbaijoi-1,1
ibbanbna-1,23
ibbbdoom-1,1
ibbbgdad-1,1
ibbbnfgm-1,1
ibbbomcd-1,3
ibbcclpl-1,10
ibbcgich-1,23
ibbchnmc-1,1
ibbckaap-1,1
ibbcoiff-1,1
ibbcpknp-1,10
ibbdbhio-1,1
ibbdcmnd-1,1
ibbdcnhj-1,1
ibbdeidh-1,3
ibbdfikc-1,1
ibbdkbbk-1,1
ibbdmlna-1,1
ibbdnicb-1,1
ibbenjno-1,3
ibbenmdj-1,3
ibbfbbop-1,1
ibbfgmdi-1,3
ibbfiioa-1,1
ibbggcmj-1,1
ibbhjmam-1,1
ibbhogcd-1,1
ibbiaocc-1,1
ibbihnmb-1,14
ibbjncbm-1,2
ibbjopbe-1,1
ibbkcodo-1,3
ibbkekbm-1,1
ibbkfggg-1,3
ibblcgop-1,10
ibblcoin-1,1
ibbldoem-1,10
ibblkeik-1,10
ibbmlibe-1,1
ibbmocdm-1,1
ibbnfahe-1,1
ibbonphj-1,1
ibbooplg-1,1
ibbpflph-1,1
ibbpfoci-1,1
ibbpjmoo-1,1
ibbplhee-1,1
ibbplpdg-1,1
ibbpogbd-1,1
ibbppnig-1,1
ibcabgcm-1,1
ibcaedip-1,1
ibcbegdo-1,10
ibcbgojp-1,1
ibcbifac-1,1
ibcbjkgj-1,23
ibccnmhf-1,14
ibceckkl-1,1
ibcelbbd-1,1
ibcemlad-1,2
ibcfffbk-1,1
ibcfgjla-1,1
ibcfhodi-1,1
ibcfkbli-1,1
ibcgaglc-1,1
ibchlkei-1,1
ibcichcl-1,1
ibciefei-1,1
ibciepgp-1,8
ibcjafhj-1,2
ibcjlkcm-1,8
ibckafjo-1,1
ibckgble-1,10
ibckghaa-1,14
ibckgjej-1,10
ibckjiba-1,14
ibclampm-1,10
ibclgahk-1,1
ibcmfepk-1,3
ibcmglab-1,10
ibcmipld-1,10
ibcmjnjd-1,2
ibcngooe-1,14
ibcnlgmc-1,10
ibcoejpb-1,23
ibcoholj-1,3
ibcpdkmg-1,1
ibcpgifd-1,10
ibcpjbbn-1,14
ibcpobfe-1,14
ibdagbml-1,3
ibdalpcg-1,1
ibdamlbf-1,1
ibdbmijo-1,1
ibdbpgfe-1,10
ibdcabph-1,10
ibdcbknn-1,1
ibdcgbic-1,23
ibdcgfpl-1,10
ibdcggnc-1,3
ibdclepb-1,1
ibdclidh-1,1
ibdcploe-1,1
ibddkeah-1,1
ibddljjm-1,1
ibddngoi-1,1
ibdecjla-1,1
ibdefibo-1,1
ibdefipl-1,14
ibdelljd-1,1
ibdepknm-1,1
ibdfangg-1,1
ibdfhndn-1,1
ibdfkope-1,1
ibdgekoc-1,1
ibdgjipe-1,1
ibdglaae-1,3
ibdgobjl-1,1
ibdhamgi-1,10
ibdhbjod-1,1
ibdhdnkl-1,3
ibdhjcfc-1,1
ibdibkdm-1,1
ibdicljm-1,10
ibdihlle-1,1
ibdijkop-1,1
ibdijpok-1,1
ibdilkcp-1,1
ibdjkfoi-1,1
ibdjohii-1,1
ibdkmbei-1,1
ibdkpkif-1,1
ibdlgbin-1,10
ibdlhmld-1,3
ibdlmaef-1,1
ibdlpdkp-1,1
ibdmddfk-1,1
ibdmpmfb-1,1
ibdnflcm-1,1
ibdngnef-1,1
ibdngpop-1,1
ibdnhiee-1,3
ibdokbkd-1,23
ibdoocil-1,14
ibeaajga-1,1
ibeadbhb-1,1
ibeaebml-1,1
ibeakome-1,1
ibeakphd-1,1
ibeaphoa-1,1
ibeapomh-1,1
ibebgnmb-1,10
ibecaall-1,1
ibecgcbd-1,10
ibecgdcf-1,10
ibecgifc-1,1
ibecjhfg-1,1
ibecofcg-1,1
ibeddeaj-1,10
ibedehof-1,1
ibedinkc-1,1
ibedkhgn-1,1
ibedkkfl-1,1
ibedplfh-1,1
ibeebjkp-1,1
ibeehfbk-1,10
ibeekcmd-1,10
ibefhbkc-1,1
ibefjbdc-1,14
ibefmbib-1,1
ibefnngm-1,1
ibegfmnp-1,1
ibeghdcm-1,14
ibegijkk-1,1
ibegnane-1,14
ibegndae-1,14
ibegphgl-1,1
ibehmomf-1,1
ibehpiia-1,1
ibeiccnh-1,1
ibeicljg-1,23
ibeieglg-1,10
ibeifnpd-1,23
ibeiikkl-1,3
ibejbfmh-1,1
ibejcdad-1,1
ibejdijm-1,10
ibejllgn-1,14
ibekecjn-1,14
ibekphod-1,10
ibelckhl-1,10
ibelfnag-1,3
ibelhabb-1,10
ibelhjoe-1,1
ibeljckb-1,2
ibeloick-1,14
ibemblik-1,14
ibemebkl-1,10
ibenkmih-1,10
ibenllpd-1,14
ibeocggo-1,1
ibepcdah-1,3
ibepcfbk-1,14
ibepdkga-1,14
ibepjkag-1,9
ibepkdim-1,10
ibfacmmg-1,14
ibfaenbc-1,3
ibfalhkc-1,3
ibfbcbpk-1,14
ibfbgjlg-1,3
ibfbphhc-1,9
ibfcdnpd-1,10
ibfcjkpi-1,12
ibfcoflb-1,1
ibfdikah-1,3
ibfeaakm-1,3
ibfegeed-1,19
ibfekhmk-1,12
ibfepjmi-1,10
ibffdhhi-1,3
ibfffjeh-1,2
ibffhjna-1,10
ibfgaphf-1,3
ibfgcmfi-1,3
ibfgdhma-1,10
ibfgdopi-1,1
ibfggbma-1,1
ibfgkmid-1,10
ibfgldkk-1,2
ibfgpljf-1,3
ibfhaimm-1,14
ibfhjdlm-1,14
ibfhmeaf-1,2
ibfjajko-1,1
ibfjapad-1,10
ibfjkffb-1,4
ibfkjhnj-1,10
ibflahhf-1,4
ibfldedj-1,8
ibfleink-1,14
ibflgado-1,1
ibflgaij-1,14
ibflgfjf-1,3
ibflilgh-1,14
ibflodnd-1,10
ibflpang-1,3
ibflpbbb-1,14
ibflppdb-1,3
ibfmepog-1,10
ibfmhaij-1,10
ibfmhbhm-1,14
ibfmhhap-1,10
ibfmiipb-1,14
ibfnecnc-1,12
ibfnellh-1,12
ibfnmmke-1,10
ibfnolch-1,10
ibfnpcae-1,1
ibfnpdnj-1,2
ibfofggc-1,10
ibfojake-1,1
ibfokcbm-1,10
ibfolhbh-1,1
ibfomfji-1,10
ibfpmmmo-1,1
ibfpmnii-1,3
ibgabpmb-1,1
ibgafknp-1,1
ibganekf-1,3
ibgankoj-1,1
ibgaoppi-1,3
ibgbbjdl-1,10
ibgbbmlf-1,10
ibgbddpg-1,2
ibgbemlg-1,1
ibgbilbd-1,14
ibgbjeno-1,10
ibgcgnid-1,14
ibgcknap-1,3
ibgcmdol-1,10
ibgcmgke-1,7
ibgdablk-1,14
ibgdenhp-1,10
ibgdgfif-1,3
ibgeahnj-1,3
ibgejkfm-1,12
ibgekbdi-1,1
ibgeoifi-1,1
ibgfajei-1,1
ibgfegaj-1,10
ibgffcdj-1,1
